BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L3D_CACHE_RD,L3D_CACHE_REFILL
1024,93190.96,408883868,984734659,174642,5943
1024,93011.56,408617328,984603218,186742,5309
1024,90018.32,422231155,984682319,203113,23120
1024,91857.10,414995277,984724726,188597,15348
1024,93024.37,409685346,984834845,181187,9814
1024,93395.19,410152308,984676754,172478,6904
2048,177732.97,207979958,497038670,118704,8698
2048,189639.11,207084121,497011190,97209,4813
2048,178670.47,206916981,497031310,95405,3907
2048,181194.55,206631148,497045254,97171,5496
2048,189912.42,206891820,496980339,93103,4940
2048,180105.20,206250825,496969050,86279,4072
4096,347001.33,109944436,266540835,65295,3336
4096,357827.40,109806293,266303192,47537,1785
4096,312338.68,110168805,266435852,94753,4285
4096,321977.69,109955232,266433685,55682,4040
4096,332902.85,110448146,266733008,95267,6171
4096,326576.55,110167748,266471306,63082,3662
8192,574652.49,56958019,137993636,34631,3982
8192,605053.96,56935535,138013447,35837,4087
8192,689595.75,56929623,137838883,34404,3440
8192,688947.06,56940488,137862312,33909,4558
8192,688075.29,56623655,137851433,33268,3864
8192,590056.09,56669096,137901037,28461,2681
16384,911593.28,30251941,73679896,25710,3035
16384,1007526.82,30538717,73714566,34377,5216
16384,1226685.49,30565188,73610276,38176,5076
16384,1080112.47,30392538,73671844,35866,3267
16384,1292868.42,30365340,73594556,29491,2724
16384,1060714.15,30446311,73687832,25780,4406
32768,1510678.59,17372810,41578474,110902,4696
32768,1525849.66,17373858,41544757,124354,4898
32768,1555183.92,17523727,41583414,158984,5020
32768,1408834.44,17353465,41564206,140279,4988
32768,1491278.13,17366542,41563140,146890,5130
32768,2254142.10,17375072,41504244,167166,4629
65536,2450184.30,15069689,34528135,176580,5915
65536,1713834.22,14897010,34530131,133268,5242
65536,1726758.99,14893683,34478293,110344,5757
65536,1647955.57,14862329,34393274,111024,5916
65536,1693968.63,15012028,34572848,156654,6141
65536,2579505.85,15116749,34540378,144009,6261
131072,2123209.93,14540922,27951311,981563,53069
131072,1858989.06,13113654,27552752,1032990,38544
131072,1963225.62,12948231,27468517,997366,23999
131072,1080762.82,16301602,27703899,1024148,78199
131072,1931669.56,13077149,27596770,1007520,24663
131072,1897149.53,13219797,27462657,891355,25084
262144,1019885.47,15458800,26199797,1172595,97500
262144,983667.89,17050212,26416623,1170413,143592
262144,1441185.44,19635442,26006665,1125089,129789
262144,1424653.08,15744785,26006264,1117024,92538
262144,1037332.00,19181974,26106800,1139525,141178
262144,1090807.12,16275515,26814748,1170334,100106
524288,774600.51,33615016,26620232,1259303,349643
524288,749189.30,37166901,25859971,1196236,364224
524288,606519.31,44847178,26390394,1174885,339377
524288,593714.31,44488518,26063353,1169523,354137
524288,572993.68,41527483,25921992,1176923,334128
524288,516223.48,63178000,25848625,1094191,403464
1048576,485308.65,54457465,27979153,1232046,444609
1048576,411750.91,83195588,27515361,1109360,479953
1048576,389349.61,73502613,28073422,1210838,466907
1048576,387045.75,57798702,27455408,1269801,461705
1048576,329299.34,83957723,27803119,1164485,490746
1048576,374084.80,74188332,27783061,1226011,477208
2097152,336726.61,88182155,31100183,1178435,539026
2097152,286442.19,91330393,30711138,1221388,540444
2097152,294280.42,102136324,31430526,1166806,551184
2097152,285074.08,91730224,31369451,1237261,540187
2097152,271551.12,81496102,31348343,1267549,544542
2097152,271906.82,81139250,31002866,1255802,535460
4194304,289509.25,121371012,39987798,1098075,618974
4194304,265651.27,124469330,40774926,1117792,633559
4194304,379931.38,92835260,39961696,1310865,575213
4194304,428691.84,80506289,39919944,1374454,569379
4194304,413964.69,78911796,39978404,1436061,566696
4194304,398816.70,85302132,39962900,1394006,564592
8388608,227735.63,119010799,59698609,1370078,728605
8388608,207441.56,134739478,61171219,1299506,723319
8388608,452652.09,80257116,58826348,1572417,667701
8388608,458558.36,79856366,58794271,1574218,668316
8388608,446644.02,83517980,58667545,1576038,665482
8388608,432542.31,77229771,58643349,1589227,672383
16777216,372797.92,94754680,96084208,1792492,829375
16777216,420645.99,89674988,96136357,1717269,851114
16777216,385665.81,93228871,96077888,1865765,857044
16777216,362667.19,95271288,96675209,1794986,851466
16777216,426697.86,78984376,96720816,1903119,835955
16777216,410950.23,84849890,96152977,1897020,839016
